MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours,log_production
103381,2015,Jesse Creek H.W.M.,Alabama,Bibb,Active,Surface,Independent Producer Operator,Mine only,"Jesse Creek Mining,llc","1615 Kent Dairy Rd, Alabaster, AL 35007",,Appalachia Southern,62598,6,13713,11.0444886077
103246,2015,Bear Creek,Alabama,Franklin,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Birmingham Coal & Coke Co., In","912 Edenton Street, Birmingham, AL 35242",,Appalachia Southern,25481,9,17641,10.1456883554
103451,2015,Knight Mine,Alabama,Franklin,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Birmingham Coal & Coke Co., In","P.O. Box 354, Lynn, AL 35242",,Appalachia Southern,121474,21,51729,11.7074555271
102933,2015,Mine No 2,Alabama,Jackson,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Alabama Carbon, Llc","5957 Windswept Blvd, Wise, VA 24293",,Appalachia Southern,3939,5,5287,8.27868216297
100627,2015,Flat Top Mine,Alabama,Jefferson,Active,Surface,Independent Producer Operator,Mine only,"Cedar Lake Mining, Inc","7802 Highway 78, Cordova, AL 35550",,Appalachia Southern,256521,37,103971,12.4549658116
100851,2015,Oak Grove Mine,Alabama,Jefferson,Active,Underground,Operating Subsidiary,Mine only,Oak Grove Resources Llc,"8360 Taylors Ferry Rd, Hueytown, AL 35023",United Mine Workers Of America,Appalachia Southern,1982503,339,870555,14.4998707457
101401,2015,No 7 Mine,Alabama,Jefferson,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Warrior Met Coal Mining, Llc","P.O. Box 133, Brookwood, AL 35444",United Mine Workers Of America,Appalachia Southern,3035681,811,2001430,14.9259463395
103102,2015,Pratt No. 1 Mine,Alabama,Jefferson,Permanently abandoned,Underground,Independent Producer Operator,Mine only,"North Pratt Mining, Llc","P.O. Box 279, Pelham, AL 35124",,Appalachia Southern,49083,21,46420,10.8012680217
103180,2015,Sloan Mountain Mine,Alabama,Jefferson,Active,Surface,Independent Producer Operator,Mine only,M S & R Equipment Company Inc,"7802 Highway 78, Cordova, AL 35550",,Appalachia Southern,243261,68,153593,12.40189022
103182,2015,Fishtrap,Alabama,Jefferson,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,"Centennial Natural Resources,","113 Hollis Crump Drive, Jasper, AL 35501",,Appalachia Southern,310466,67,176606,12.6458296736
103285,2015,Narley Mine,Alabama,Jefferson,Active,Surface,Operating Subsidiary,Mine only,Best Coal Inc,"7802 Highway 78, Parrish, AL 35550",,Appalachia Southern,136303,40,91618,11.8226356277
103332,2015,Powhatan Mine,Alabama,Jefferson,Temporarily closed,Surface,Independent Producer Operator,Mine only,Rac Mining Llc,"P.O. Box 354, Lynn, AL 35575",,Appalachia Southern,28062,9,15721,10.242171627
103375,2015,Johnson Mine,Alabama,Jefferson,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Cahaba Resources Llc,"P.O. Box 122, Vance, AL 35490",,Appalachia Southern,117761,19,44039,11.6764124258
103419,2015,Maxine-Pratt Mine,Alabama,Jefferson,Active,Underground,Independent Producer Operator,Mine only,Alaco L.L.C.,"218 Highway 195, Jasper, AL 35503",,Appalachia Southern,147043,46,114406,11.89848034
103437,2015,Black Warrior Mine No 1,Alabama,Jefferson,Active,Surface,Independent Producer Operator,Mine only,"Black Warrior Minerals, Inc.","P.O. Box 1190, Sumiton, AL 35148",,Appalachia Southern,263417,38,103058,12.4814936068
103422,2015,Clark No 1 Mine,Alabama,Shelby,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Jesse Creek Mining Llc,"1615 Kent Dairy Road, Alabaster, AL 35007",,Appalachia Southern,138401,89,266655,11.8379105476
103472,2015,Gurnee Surface Mine,Alabama,Shelby,Active,Surface,Independent Producer Operator,Mine only,"Jesse Creek Mining, Llc","1615 Kent Dairy Rd, Alabaster, AL 35007",,Appalachia Southern,138397,25,88175,11.8378816456
101247,2015,No 4 Mine,Alabama,Tuscaloosa,"Active, men working, not producing",Underground,Operating Subsidiary,Mine and Preparation Plant,"Warrior Met Coal Mining, Llc","14730 Lock 17 Road, Brookwood, AL 35444",United Mine Workers Of America,Appalachia Southern,2416556,552,1397523,14.697853944
103172,2015,"Searles Mine No. 2, 3, 4, 5, 6",Alabama,Tuscaloosa,Active,Surface,Independent Producer Operator,Mine only,"Southland Resources, Inc.","P.O. Box 770, Cottondale, AL 35453",,Appalachia Southern,57751,28,64628,10.9638959443
103179,2015,Fleetwood Mine No 1,Alabama,Tuscaloosa,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Black Warrior Minerals Inc,"P.O. Box 1190, Sumiton, AL 35148",,Appalachia Southern,23919,16,18108,10.0824284012
103323,2015,Deerlick Mine,Alabama,Tuscaloosa,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Cahaba Resources, Llc","P.O. Box 122, Vance, AL 35490",,Appalachia Southern,3523,3,2419,8.16706817834
103364,2015,Brc Alabama No. 7 Llc,Alabama,Tuscaloosa,Temporarily closed,Surface,Independent Producer Operator,Mine and Preparation Plant,Brc Alabama No. 7 Llc,"P.O. Box 157, Brookwood, AL 35444",,Appalachia Southern,16818,17,20305,9.73020502039
100347,2015,Choctaw Mine,Alabama,Walker,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Cedar Lake Mining, Inc.","7802 Hwy 78, Cordova, AL 35550",United Mine Workers Of America,Appalachia Southern,251027,56,99666,12.433315782
101362,2015,Manchester Mine,Alabama,Walker,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Black Warrior Minerals Inc,"P.O. Box 1190, Sumiton, AL 35148",,Appalachia Southern,93366,23,43090,11.4442825322
102901,2015,Shoal Creek Mine,Alabama,Walker,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Drummond Company Inc,"P.O. Box 1549, Jasper, AL 35501",United Mine Workers Of America,Appalachia Southern,2043184,455,1032350,14.5300199334
103195,2015,Mccollum/Sparks Branch Mine,Alabama,Walker,Active,Surface,Independent Producer Operator,Mine only,"Quality Coal, Inc.","17405 Hwy 69 S, Jasper, AL 35501",,Appalachia Southern,51332,9,18015,10.8460696184
103337,2015,Gooden Creek,Alabama,Walker,Temporarily closed,Surface,Independent Producer Operator,Mine only,Birmingham Coal & Coke Co Inc,"912 Edenton St, Birmingham, AL 35242",,Appalachia Southern,150532,23,58932,11.9219309652
103342,2015,Reese's Branch Mine,Alabama,Walker,Active,Surface,Independent Producer Operator,Mine only,"Cedar Lake Mining, Inc","7802 Highway 78, Cordova, AL 35550",,Appalachia Southern,330643,60,150816,12.7087945225
103372,2015,Cane Creek Mine,Alabama,Walker,Temporarily closed,Surface,Independent Producer Operator,Mine only,Cane Creek Llc,"7802 Highway 78, Cordova, AL 35550",,Appalachia Southern,4372,2,1428,8.3829758493
103376,2015,Town Creek,Alabama,Walker,Active,Surface,Independent Producer Operator,Mine only,"Centennial Natural Resources,","113 Hollis Crump Drive, Jasper, AL 35501",,Appalachia Southern,4746,5,7861,8.465057437
103389,2015,Carbon Hill Mine,Alabama,Walker,Active,Underground,Independent Producer Operator,Mine only,Prospect Mining And Developmen,"218 Hwy 195, Jasper, AL 35503",,Appalachia Southern,84876,47,106644,11.3489466468
103410,2015,Coal Valley Mine,Alabama,Walker,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,"Xinergy Of Alabama, Inc.","7802 Highway 78, Parrish, AL 35550",,Appalachia Southern,91512,18,40095,11.4242253902
103423,2015,Dutton Hill Mine,Alabama,Walker,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Quality Coal Company, Inc.","17405 Hwy 69 S, Jasper, AL 35501",,Appalachia Southern,3384,3,1012,8.12681372073
103444,2015,Little Spring Creek Mine,Alabama,Walker,Active,Surface,Independent Producer Operator,Mine only,"Cedar Lake Mining, Inc.","2600 Warrior Jasper Road, Warrior, AL 35549",,Appalachia Southern,112171,19,48476,11.6277797716
103462,2015,Coal Valley East Mine,Alabama,Walker,Active,Surface,Independent Producer Operator,Mine only,"Cedar Lake Mining, Inc.","7802 Highway 78, Cordova, AL 35550",,Appalachia Southern,98477,34,68248,11.4975782974
103321,2015,Poplar Springs,Alabama,Winston,Temporarily closed,Surface,Independent Producer Operator,Mine only,Centennial Natural Resources L,"113 Hollis Crump Drive, Jasper, AL 35501",,Appalachia Southern,99183,28,55862,11.5047219076
103358,2015,Old Union,Alabama,Winston,Temporarily closed,Surface,Independent Producer Operator,Mine only,Birmingham Coal & Coke Co Inc,"912 Edenton St, Birmingham, AL 35242",,Appalachia Southern,193069,47,118557,12.1708029169
5000030,2015,Usibelli,Alaska,Denali,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Usibelli Coal Mine Inc,"P.O. Box 1000, Healy, AK 99743","International Brotherhood Of Teamsters, Chauffeurs, Warehouse",Western,1177390,113,255104,13.9788106822
201195,2015,Kayenta Mine,Arizona,Navajo,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Western Coal Company,"P.O. Box 650, Kayenta, AZ 86033",United Mine Workers Of America,Western,6804555,403,975631,15.7331027988
301569,2015,Penny #1,Arkansas,Sebastian,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Comer Mining Company,"P.O. Box 986, Greenwood, AR 72936",,Interior,190,2,978,5.24702407216
301736,2015,Sebastian Mine,Arkansas,Sebastian,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Sebastian Management Llc,"P.O. Box 339, Hartford, AR 72938",,Interior,91272,73,163520,11.4215993383
504591,2015,Bowie No 2 Mine,Colorado,Delta,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Bowie Resources Llc,"P.O. Box 1488, Paonia, CO 81428",,Uinta Region,1023031,194,352487,13.8382803475
503672,2015,West Elk Mine,Colorado,Gunnison,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Mountain Coal Company, L.L.C.","P.O. Box 591, Somerset, CO 81434",,Uinta Region,5074821,368,781246,15.4398018113
504864,2015,King Ii,Colorado,La Plata,Active,Underground,Operating Subsidiary,Mine only,Gcc Energy Llc,"6473 County Road 120, Hesperus, CO 81326",,Western,814544,121,256322,13.6103837264
502838,2015,Trapper Mine,Colorado,Moffat,Active,Surface,Independent Producer Operator,Mine only,Trapper Mining Inc,"P.O. Box 187, Craig, CO 81626",International Union Of Operation Engineers,Uinta Region,2119381,180,362441,14.5666346229
502962,2015,Colowyo Mine,Colorado,Moffat,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Colowyo Coal Company L P,"5731 State Highway 13, Meeker, CO 81641",,Uinta Region,2321851,210,415143,14.6578752704
500299,2015,New Horizon Mine,Colorado,Montrose,Active,Surface,Operating Subsidiary,Mine only,"Western Fuels-Colorado, Llc","P.O. Box 628, Nucla, CO 81424",United Mine Workers Of America,Western,238093,29,50105,12.3804166326
503505,2015,Deserado Mine,Colorado,Rio Blanco,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Blue Mountain Energy Inc,"3607 County Road #65, Rangely, CO 81648",United Mine Workers Of America,Uinta Region,2106265,170,368293,14.5604267947
4801645,2015,Addcar System 18 Hwm Serial No,Colorado,Rio Blanco,Temporarily closed,Surface,Operating Subsidiary,Mine only,Ugm Addcar Systems Llc,"No. 1 Hwm Drive, Ashland, KY 41102",,Uinta Region,1058481,22,55530,13.8723454195
503836,2015,Foidel Creek Mine,Colorado,Routt,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Peabody Twentymile Mining Llc,"29515 Routt Cnty Rd#27, Oak Creek, CO 80467",,Uinta Region,4122448,348,764074,15.2319577196
1103189,2015,Mc#1 Mine,Illinois,Franklin,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,M-Class Mining Llc,"11351 N. Thompsonville Rd., Macedonia, IL 62860",,Illinois Basin,10587790,404,1033342,16.1752120084
1103017,2015,Wildcat Hills Mine - Cottage G,Illinois,Gallatin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Midwest Mining, Llc","7100 Eagle Crest Blvd., Suite, Evansville, IN 47715",,Illinois Basin,1101321,138,295322,13.9120209263
1103203,2015,Mine No. 1,Illinois,Hamilton,Active,Underground,Independent Producer Operator,Mine only,"Hamilton County Coal, Llc","18033 County Rd East, Dahlgren, IL 62828",,Illinois Basin,5815950,337,775119,15.5761147012
1103020,2015,Creek Paum Mine,Illinois,Jackson,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Knight Hawk Coal Llc,"500 Cuttler-Trico Road, Percy, IL 62272",,Illinois Basin,23204,7,14073,10.0520799566
1100726,2015,Shay #1 Mine,Illinois,Macoupin,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Maryan Mining Llc,"14300 Brushy Mound Rd, Carlinville, IL 62626",,Illinois Basin,2011152,122,252973,14.5142182502
1103182,2015,Deer Run Mine,Illinois,Montgomery,"Active, men working, not producing",Underground,Independent Producer Operator,Mine and Preparation Plant,Patton Mining Llc,"211 N Broadway,ste 2600, St. Louis, MO 63102",,Illinois Basin,1876828,160,216663,14.4450936758
1103045,2015,Red Hawk,Illinois,Perry,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,310914,30,70011,12.6472716256
1103147,2015,Prairie Eagle-Underground,Illinois,Perry,Active,Underground,Independent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler-Trico Rd, Percy, IL 62272",,Illinois Basin,3353038,232,506517,15.0253773585
1103241,2015,Jordan,Illinois,Perry,Active,Surface,Independent Producer Operator,Mine only,"Elk Land Holdings, Llc","2206 Samuel Stuart Ct., Chesterfield, MO 63005",,Illinois Basin,27844,3,5648,10.2343727823
1102408,2015,Gateway Mine,Illinois,Randolph,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Peabody Midwest Mining, Llc","7100 Eagle Crest Blvd., Suite, Evansville, IN 47715",,Illinois Basin,1179945,116,288966,13.9809783852
1103226,2015,Hawkeye Mine,Illinois,Randolph,Active,Surface,Independent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,323004,20,43884,12.685419986
1103235,2015,Gateway North Mine,Illinois,Randolph,Active,Underground,Independent Producer Operator,Mine only,"Peabody Gateway North Mining,","7100 Eagle Crest Blvd., Suite, Evansville, IN 47715",,Illinois Basin,778169,88,197009,13.5646990032
1103248,2015,Black Hawk,Illinois,Randolph,Active,Surface,Independent Producer Operator,Mine only,Knight Hawk Coal Llc,"500 Cutler/Trico Road, Percy, IL 62272",,Illinois Basin,697428,29,69884,13.4551545615
1102752,2015,The American Coal Company New,Illinois,Saline,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The American Coal Company,"P.O. Box 727, Harrisburg, IL 62946",,Illinois Basin,3060480,381,851852,14.9340823244
1103156,2015,Wildcat Hills Mine-Underground,Illinois,Saline,Active,Underground,Operating Subsidiary,Mine only,"Peabody Midwest Mining, Llc","420 Long Lane Rd, Equality, IL 62934",,Illinois Basin,2026081,245,511966,14.5216139432
1103212,2015,Eagle River Coal Llc Mine No 1,Illinois,Saline,Active,Surface,Independent Producer Operator,Mine only,Eagle River Coal Llc,"29 W. Raymond St, Harrisburg, IL 62946",,Illinois Basin,732448,60,141422,13.5041476276
1103232,2015,New Future Mine,Illinois,Saline,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The American Coal Company,"P.O. Box 727, Harrisburg, IL 62946",,Illinois Basin,5163506,319,690843,15.4571263641
1202416,2015,Addcar Systems 20 Hwm Serial N,Illinois,Saline,Active,Surface,Independent Producer Operator,Mine only,Ugm Addcar Systems Llc,"Hwm One Drive, Ashland, KY 41102",,Illinois Basin,1809,12,3856,7.5005294854
1102664,2015,Viper Mine,Illinois,Sangamon,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Icg Illinois, Llc","5945 Lester Road, Williamsville, IL 62693",,Illinois Basin,2155473,308,583712,14.583520747
1103064,2015,Friendsville Mine,Illinois,Wabash,"Active, men working, not producing",Surface,Operating Subsidiary,Mine and Preparation Plant,Friendsville Mine Llc,"528 Main St. Ste 202, Evansville, IN 47708",,Illinois Basin,909793,69,170216,13.7209723801
1103193,2015,Lively Grove Mine,Illinois,Washington,Active,Underground,Independent Producer Operator,Mine only,Prairie State Generating Compa,"4274 County Hwy 12, Marissa, IL 62257",,Illinois Basin,5953533,421,945039,15.5994953828
1103058,2015,Pattiki,Illinois,White,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"White County Coal, Llc","P.O. Box 457, Carmi, IL 62821",,Illinois Basin,2373029,280,712780,14.6796777562
1103141,2015,Mach #1 Mine,Illinois,Williamson,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Mach Mining Llc,"P.O. Box 300, Johnston City, IL 62951",,Illinois Basin,5638291,193,465483,15.5450915634
1202460,2015,Ace In The Hole,Indiana,Clay,Active,Surface,Independent Producer Operator,Mine only,"Sunrise Coal, Llc","1183 E Canvasback Dr, Terre Haute, IN 47802",,Illinois Basin,289527,36,81896,12.5760038359
1202372,2015,Antioch Mine,Indiana,Daviess,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Solar Sources, Inc.","P.O. Box 7, Petersburg, IN 47567",,Illinois Basin,1013954,90,234648,13.8293680972
1202374,2015,Shamrock Mine,Indiana,Dubois,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Solar Sources, Inc.","625 N. 9th St., Petersburg, IN 47567",,Illinois Basin,1181122,115,298251,13.9819753921
1202425,2015,Hilsmeyer Mine,Indiana,Dubois,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Sun Energy Group, Llc","2701 W 1100 S, Huntingburg, IN 47542",,Illinois Basin,187455,19,47927,12.1412940956
1202207,2015,Somerville,Indiana,Gibson,"Active, men working, not producing",Surface,Operating Subsidiary,Mine and Preparation Plant,United Minerals Company Llc,"P.O. Box 400, Huntingburg, IN 47542",,Illinois Basin,193793,21,54223,12.1745458581
1202215,2015,Gibson Mine,Indiana,Gibson,"Active, men working, not producing",Underground,Operating Subsidiary,Mine and Preparation Plant,Gibson County Coal Llc,"P.O. Box 1269, Princeton, IN 47670",,Illinois Basin,2170191,286,709777,14.5903257401
1202258,2015,Somerville Central Mine,Indiana,Gibson,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Midwest Mining, Llc","566 Dickeyville Rd, Lynnville, IN 47619",,Illinois Basin,2143884,186,421235,14.5781296952
1202295,2015,Francisco Underground Pit,Indiana,Gibson,Active,Underground,Operating Subsidiary,Mine only,"Peabody Midwest Mining, Llc","P.O. Box 347, Francisco, IN 47649",,Illinois Basin,2935577,298,698279,14.8924145848
1202388,2015,Gibson South,Indiana,Gibson,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,"Gibson County Coal, Llc","P.O. Box 1269, Princeton, IN 47670",,Illinois Basin,2872924,258,621918,14.8708408844
1202431,2015,Gold Star Mine,Indiana,Greene,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Erc Mining Indiana Corp,"15127 W. 700 N, Jasonville, IN 47438",,Illinois Basin,3022,29,58860,8.01367414283
1202339,2015,Freelandville East,Indiana,Knox,Temporarily closed,Surface,Independent Producer Operator,Mine only,Triad Mining Llc,"14521 E State Road 58, Edwardsport, IN 47528",,Illinois Basin,112812,6,17776,11.6334779954
1202394,2015,Oaktown Fuels Mine No 1,Indiana,Knox,Active,Underground,Operating Subsidiary,Mine only,"Sunrise Coal, Llc","12661 N. Agricare Road, Oaktown, IN 47561",,Illinois Basin,3519075,333,779953,15.0737087289
1202418,2015,Oaktown Fuels Mine No 2,Indiana,Knox,Active,Underground,Independent Producer Operator,Mine only,"Sunrise Coal, Llc","12661 N. Agricare Road, Oaktown, IN 47561",,Illinois Basin,2180301,206,479652,14.5949734986
1202423,2015,Freelandville West Underground,Indiana,Knox,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Triad Underground Mining Llc,"13333 E Hartsburg Rd, Edwardsport, IN 47528",,Illinois Basin,573935,88,186682,13.2602714285
1202320,2015,Augusta Mine,Indiana,Pike,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Triad Mining Llc,"14521 E. State Road 58, Edwardsport, IN 47528",,Illinois Basin,333488,16,39601,12.7173621617
1202410,2015,Log Creek Surface,Indiana,Pike,Active,Surface,Independent Producer Operator,Mine only,Triad Mining Llc,"1216 East Cr 900 South, Oakland City, IN 47660",,Illinois Basin,697274,48,116367,13.4549337258
1202446,2015,Cardinal Mine,Indiana,Pike,Active,Surface,Independent Producer Operator,Mine only,United Minerals Company Llc,"566 Dickeyville Road, Lynville, IN 47619",,Illinois Basin,601832,35,86102,13.3077336156
1202450,2015,Log Creek Underground,Indiana,Pike,Active,Underground,Independent Producer Operator,Mine only,Triad Underground Mining Llc,"1216 E Co Rd 900 S, Oakland City, IN 47660",,Illinois Basin,18698,16,30866,9.83617184525
1202349,2015,Carlisle Mine,Indiana,Sullivan,Active,Underground,Operating Subsidiary,Mine only,Sunrise Coal Llc,"1183 E Canvasback Dr, Terre Haute, IN 47802",,Illinois Basin,1334038,186,427026,14.1037209908
1202422,2015,Bear Run Mine,Indiana,Sullivan,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Bear Run Mining Llc,"7255 East County Road 600s, Carlisle, IN 47838",,Illinois Basin,7878025,591,1363500,15.8795877959
1202407,2015,West 61,Indiana,Warrick,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,United Minerals Company Llc,"566 Dickeyville Road, Lynnville, IN 47619",,Illinois Basin,710492,72,195441,13.4737129668
1202428,2015,Liberty Mine,Indiana,Warrick,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Vigo Coal Operating Company In,"250 Crosspoint Blvd, Evansville, IN 47715",,Illinois Basin,1115259,80,214859,13.9245972229
1202441,2015,Wild Boar Mine,Indiana,Warrick,Active,Surface,Operating Subsidiary,Mine only,"Peabody Wild Boar Mining, Llc","566 Dickeyville Rd., Lynnville, IN 47619",,Illinois Basin,2041888,121,287059,14.529385428
1202445,2015,Addcar System 40 Hwm Ser # Lv2,Indiana,Warrick,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Ugm Addcar Systems Llc,"No. 1 Hwm Drive, Ashland, KY 40112",,Illinois Basin,186878,11,23217,12.1382112765
1401631,2015,Lucky Strike Mine,Kansas,Linn,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Continental Coal, Inc.","10801 Mastin  Suite 920, Overland Park, KS 66210",,Interior,199199,7,16242,12.202059604
1517792,2015,#2,Kentucky (East),Bell,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Kincaid Enterprises Inc,"700 N 19th Street, Middlesboro, KY 40977",,Appalachia Central,4687,9,5030,8.45254799792
1518257,2015,#1 Strip Mine,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,Jamieson Construction Company,"30 Jamieson Lane, London, KY 40744",,Appalachia Central,34199,9,30140,10.4399516829
1518914,2015,Highwall Miner #1,Kentucky (East),Bell,Active,Surface,Contractor,Mine only,"Ckj Enterprises, Inc","P.O. Box 952, Hyden, KY 41749",,Appalachia Central,109702,7,20017,11.6055228776
1519076,2015,Chestnut Flats,Kentucky (East),Bell,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Nally & Hamilton Enterprises,","P.O. Box 157, Bardstown, KY 40004",,Appalachia Central,185641,31,30089,12.1315699801
1519268,2015,Mine # 10,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,"Strata Mining, Inc","P.O. Box 962, Middlesboro, KY 40965",,Appalachia Central,83083,17,38874,11.3275953871
1519272,2015,Lowsplint Surface,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,"Middlesboro Mining Operations,","P.O. Box 1727, Middlesboro, KY 40965",,Appalachia Central,170573,27,51611,12.0469186366
1519318,2015,D-1 Garmeada #2,Kentucky (East),Bell,Active,Underground,Operating Subsidiary,Mine only,"Revelation Energy, Llc","6340 West Cumberland Ave, Middlesboro, KY 40965",,Appalachia Central,258762,48,121691,12.4636639993
1519574,2015,Coal Stone #10,Kentucky (East),Bell,Permanently abandoned,Underground,Independent Producer Operator,Mine only,"Parton Bros. Contracting, Inc.","P.O. Box 159, Middlesboro, KY 40965",,Appalachia Central,23513,26,7352,10.0653087387
1519700,2015,S-26 Stoney Fork,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 117, Stoney Fork, KY 40988",,Appalachia Central,95071,28,24065,11.4623792599
1519702,2015,Rockhampton #3,Kentucky (East),Bell,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Rockhampton Energy Llc,"10156 Us Hwy 25e, Pineville, KY 40977",,Appalachia Central,197492,80,177702,12.1934533562
1519735,2015,Highwall Miner #2,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,"Jrc Mining, Inc","P.O. Box 952, Hyden, KY 41749",,Appalachia Central,100945,10,25991,11.522331093
1519768,2015,Jennie Branch Mine,Kentucky (East),Bell,Active,Underground,Independent Producer Operator,Mine only,"Tennco, Inc.","P.O. Box 517, Middlesboro, KY 40965",,Appalachia Central,213279,24,60078,12.2703564467
1518982,2015,Sturgeon Freeman Fork,Kentucky (East),Breathitt,Active,Surface,Independent Producer Operator,Mine only,"Sturgeon Mining Co., Inc.","P.O. Box 368, Beattyville, KY 41311",,Appalachia Central,64759,5,7887,11.078427966
1519741,2015,S-16 Gobblers Knob,Kentucky (East),Breathitt,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,193577,21,56717,12.1734306451
1519765,2015,Breathitt #1,Kentucky (East),Breathitt,Active,Surface,Independent Producer Operator,Mine only,"Breathitt Mining, Llc","146 West Greendale Street, Corbin, KY 40701",,Appalachia Central,12002,7,16460,9.39282858155
1519657,2015,North Knottsville Mine,Kentucky (West),Daviess,Active,Surface,Independent Producer Operator,Mine only,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366",,Illinois Basin,334672,24,68936,12.7209062267
1512908,2015,Connor Coal Company Inc No 1,Kentucky (East),Floyd,Temporarily closed,Underground,Independent Producer Operator,Mine only,"Connor Coal Company, Inc.","P.O. Box 224, Auxier, KY 41602",,Appalachia Central,71101,19,18687,11.1718566804
1518538,2015,Auger Mine No 34,Kentucky (East),Floyd,Active,Surface,Independent Producer Operator,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339",,Appalachia Central,14238,3,2787,9.56366972566
1518574,2015,No 2,Kentucky (East),Floyd,Active,Surface,Independent Producer Operator,Mine only,Metelectric Llc,"2533 Pascoli Place, Lexington, KY 40509",,Appalachia Central,85071,12,15475,11.3512414809
1518936,2015,No. 1,Kentucky (East),Floyd,Temporarily closed,Underground,Independent Producer Operator,Mine only,Mrm Mining Inc,"P.O. Box 97, Middlesboro, KY 40965",,Appalachia Central,3163,10,1648,8.05927622331
1518980,2015,Frasure Branch,Kentucky (East),Floyd,Temporarily closed,Surface,Operating Subsidiary,Mine only,"Revelation Energy, Llc.","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,347064,29,72046,12.75726448
1518998,2015,Spurlock #2 Surface Mine,Kentucky (East),Floyd,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Spurlock Mining Llc,"1801 Watergap Rd, Prestonsburg, KY 41653",,Appalachia Central,65683,5,10716,11.0925954191
